example_id,step,gate,gold_state,best_state,best_wrong_state,gold_logprob,best_wrong_logprob,margin,gold_prob16,local_correct,tie
0,1,s30,0110,0110,0011,-2.368772268295288,-2.534925699234009,0.1661534309387207,0.09364966717739999,1,0
0,2,c13,0111,0111,0110,-1.0003600120544434,-1.375360131263733,0.37500011920928955,0.3680859157094003,1,0
0,3,t132,0101,0101,0111,-0.7321178913116455,-0.7655425667762756,0.03342467546463013,0.48092023928795896,1,0
0,4,x2,0111,0111,0100,-0.00807303749024868,-5.5076751708984375,5.499602133408189,0.9919704913666728,1,0
0,5,c10,1111,1111,0111,-0.1444055736064911,-2.1294586658477783,1.9850530922412872,0.8659346367721519,1,0
0,6,t201,1011,1111,1111,-1.2264909744262695,-0.3536619246006012,-0.8728290498256683,0.29332143679247186,0,0
0,7,s12,1101,1011,1011,-1.9628645181655884,-0.3501884341239929,-1.6126760840415955,0.1404578302885456,0,0
0,8,t302,1111,1111,1110,-0.24362921714782715,-2.1186294555664062,1.875000238418579,0.783821903180268,1,0
1,1,s31,1010,1010,1100,-2.043179512023926,-2.2889349460601807,0.24575543403625488,0.12966513127928986,1,0
1,2,c30,1010,1010,0010,-1.5198575258255005,-1.8055016994476318,0.28564417362213135,0.21880031702544228,1,0
1,3,t301,1010,1110,1110,-0.9800658226013184,-0.6120023727416992,-0.36806344985961914,0.3753143280575583,0,0
1,4,c01,1110,1110,1010,-0.07169114798307419,-2.713984966278076,2.642293818295002,0.93082837358509,1,0
1,5,x2,1100,1100,1101,-0.01784815452992916,-4.142848014831543,4.124999860301614,0.9826110352400689,1,0
1,6,s01,1100,1100,0100,-0.477417528629303,-0.9914604425430298,0.5140429139137268,0.6203847796032832,1,0
1,7,c01,1000,1000,1100,-0.10805616527795792,-2.3505752086639404,2.2425190433859825,0.8975819999665527,1,0
1,8,c20,1000,1000,0000,-0.57609623670578,-0.8831570744514465,0.3070608377456665,0.5620943133150015,1,0
2,1,c32,1101,1101,1110,-1.6503889560699463,-1.8208516836166382,0.1704627275466919,0.19218476423609104,1,0
2,2,s12,1011,1101,1101,-1.8521156311035156,-0.9058654308319092,-0.9462502002716064,0.15691417877552458,0,0
2,3,x0,0011,0011,1111,-0.2550811469554901,-1.9320650100708008,1.6769838631153107,0.7750032566595821,1,0
2,4,x0,1011,1011,0111,-0.013506020419299603,-4.6584906578063965,4.644984637387097,0.9866120831854132,1,0
2,5,s30,1011,1011,0011,-0.5931364297866821,-0.9232771396636963,0.33014070987701416,0.5525969375271936,1,0
2,6,t120,1011,1011,0011,-0.25246432423591614,-1.5043854713439941,1.251921147108078,0.7768914066224559,1,0
2,7,c30,0011,0011,1011,-0.47435271739959717,-0.9752150774002075,0.5008623600006104,0.6222986073506287,1,0
2,8,x1,0111,0111,1110,-0.001639767549932003,-7.08369779586792,7.082058028317988,0.9983620314344409,1,0
3,1,t031,1111,1011,1011,-2.3992934226989746,-1.764366865158081,-0.6349265575408936,0.09081128932796544,0,0
3,2,s01,1111,0111,0111,-1.0780991315841675,-0.5629842877388,-0.5151148438453674,0.34027369782473127,0,0
3,3,c21,1011,1011,1101,-0.23077912628650665,-2.298172950744629,2.0673938244581223,0.7939975236978694,1,0
3,4,c30,0011,0011,1011,-0.701409101486206,-0.7243173718452454,0.022908270359039307,0.49590870913086077,1,0
