example_id,step,gate,gold_state,best_state,best_wrong_state,gold_logprob,best_wrong_logprob,margin,gold_prob16,local_correct,tie
0,1,s30,0110,0110,1110,-1.3401281833648682,-2.2192089557647705,0.8790807723999023,0.26235901030899966,1,0
0,2,c13,0111,0111,0110,-0.2619315981864929,-2.7619316577911377,2.5000000596046448,0.7697639206402773,1,0
0,3,t132,0101,0101,0111,-0.20040231943130493,-2.0968527793884277,1.8964504599571228,0.8185004996804668,1,0
0,4,x2,0111,0111,0110,-0.0019982182420790195,-6.751997947692871,6.749999729450792,0.9980047473787426,1,0
0,5,c10,1111,1111,0111,-0.040865566581487656,-3.2906606197357178,3.24979505315423,0.9600035062092145,1,0
0,6,t201,1011,1011,1111,-0.5769655108451843,-0.8283858895301819,0.25142037868499756,0.5616074526518554,1,0
0,7,s12,1101,1101,1011,-0.38804638385772705,-1.1375197172164917,0.7494733333587646,0.6783818976718684,1,0
0,8,t302,1111,1111,1110,-0.01854521967470646,-4.018544673919678,3.9999994542449713,0.9816456919447878,1,0
1,1,s31,1010,1010,1100,-1.5035488605499268,-2.158141613006592,0.654592752456665,0.22240985873229782,1,0
1,2,c30,1010,1010,0010,-0.5569395422935486,-1.6171613931655884,1.0602218508720398,0.57300027968055,1,0
1,3,t301,1010,1010,1110,-0.577399730682373,-1.01058828830719,0.4331885576248169,0.5613646029599351,1,0
1,4,c01,1110,1110,1010,-0.030676430091261864,-3.546241044998169,3.515564614906907,0.9697906166908434,1,0
1,5,x2,1100,1100,1101,-0.0002683237544260919,-9.43776798248291,9.437499658728484,0.999743517286532,1,0
1,6,s01,1100,1100,0100,-0.6987363696098328,-0.8698790669441223,0.17114269733428955,0.49736989418645644,1,0
1,7,c01,1000,1000,1110,-0.030686741694808006,-3.618710517883301,3.5880237761884928,0.9697795979311788,1,0
1,8,c20,1000,1000,0000,-0.16076450049877167,-1.9124505519866943,1.7516860514879227,0.8514998475136595,1,0
2,1,c32,1101,1101,1110,-1.1484496593475342,-1.9314160346984863,0.7829663753509521,0.3172986949779225,1,0
2,2,s12,1011,1011,1101,-0.37530943751335144,-1.2470073699951172,0.8716979324817657,0.6870827660603642,1,0
2,3,x0,0011,0011,1011,-0.12363472580909729,-2.650080919265747,2.52644619345665,0.883826108049522,1,0
2,4,x0,1011,1011,0011,-0.008104288019239902,-5.262815952301025,5.2547116642817855,0.9920050299855443,1,0
2,5,s30,1011,1011,0011,-0.26638442277908325,-1.5301176309585571,1.2637332081794739,0.7661520902549457,1,0
2,6,t120,1011,1011,0011,-0.5808013677597046,-0.83348149061203,0.25268012285232544,0.5594680453219296,1,0
2,7,c30,0011,0011,1011,-0.5237475633621216,-0.9001352190971375,0.37638765573501587,0.5923167971806415,1,0
2,8,x1,0111,0111,0011,-0.0043083615601062775,-5.653110980987549,5.6488026194274426,0.9957034710356648,1,0
3,1,t031,1111,1011,1011,-1.6138997077941895,-1.5182075500488281,-0.09569215774536133,0.19919126851410543,0,0
3,2,s01,1111,1111,0111,-0.3839520812034607,-1.3921465873718262,1.0081945061683655,0.6817821290779192,1,0
3,3,c21,1011,1011,1111,-0.699051022529602,-0.704329788684845,0.00527876615524292,0.4970589912565616,1,0
3,4,c30,0011,0011,1011,-0.47640547156333923,-0.9793218374252319,0.5029163658618927,0.6210529236681438,1,0
3,5,s10,0011,1001,1001,-1.3894777297973633,-0.6570792198181152,-0.732398509979248,0.24923674466645176,0,0
3,6,s10,0011,1011,1011,-1.2071635723114014,-0.5051183700561523,-0.702045202255249,0.29909918242317546,0,0
3,7,x3,0010,0010,0001,-0.001080889138393104,-7.827417850494385,7.826336961355992,0.9989372574917741,1,0
3,8,t013,0010,0010,0011,-0.0006368985632434487,-7.500637054443359,7.500000155880116,0.9993659047503819,1,0
4,1,s03,0011,1010,1010,-1.8426105976104736,-1.2311654090881348,-0.6114451885223389,0.15851347520388306,0,0
4,2,s23,0011,0110,0110,-2.6672472953796387,-2.4174442291259766,-0.2498030662536621,0.06947349689089717,0,0
4,3,s31,0110,0110,0100,-1.683263897895813,-1.8645687103271484,0.18130481243133545,0.1857991296451514,1,0
4,4,x1,0010,0010,0011,-1.4989110231399536,-1.9989110231399536,0.5,0.223420239518993,1,0
4,5,x1,0110,0110,0000,-0.2003616988658905,-2.3524651527404785,2.152103453874588,0.818455588370959,1,0
4,6,c03,0110,0110,0111,-0.09812916815280914,-3.5981290340423584,3.4999998658895493,0.9065941792465586,1,0
4,7,s01,1010,1010,0110,-0.6198569536209106,-0.834897518157959,0.21504056453704834,0.5381160955619227,1,0
4,8,x3,1011,1011,1010,-0.03188228979706764,-4.906882286071777,4.87499999627471,0.9686470366157978,1,0
5,1,c32,0110,0110,0100,-1.460078477859497,-1.5336881875991821,0.07360970973968506,0.2324137417862728,1,0
5,2,s23,0101,0101,0110,-0.18597638607025146,-1.9359763860702515,1.75,0.8303031039063573,1,0
5,3,s20,0101,0101,1001,-0.7242447733879089,-1.1073168516159058,0.3830720782279968,0.4847221921154812,1,0
5,4,t132,0111,0111,0101,-0.09038783609867096,-2.7012853622436523,2.6108975261449814,0.9135808020579854,1,0
5,5,x1,0011,0011,0101,-0.02076040580868721,-4.855435371398926,4.834674965590239,0.9795166396590157,1,0
5,6,x2,0001,0001,0111,-0.0035331728868186474,-6.043610095977783,6.0400769230909646,0.9964814175092471,1,0
5,7,t320,0001,0001,1001,-0.3176248073577881,-1.314696192741394,0.997071385383606,0.7278866311316102,1,0
5,8,s10,0001,0001,1001,-0.20932893455028534,-1.7020249366760254,1.49269600212574,0.8113515878817021,1,0
6,1,t230,1101,1101,0101,-0.9301698207855225,-1.4727864265441895,0.542616605758667,0.39467310494667873,1,0
6,2,t031,1001,1101,1101,-1.4213125705718994,-0.28559958934783936,-1.13571298122406,0.24140063138423112,0,0
6,3,x0,0001,0001,1001,-0.0064245108515024185,-5.400121212005615,5.393696701154113,0.9936182568185911,1,0
6,4,t230,0001,1001,1001,-0.9743385314941406,-0.4746056795120239,-0.4997328519821167,0.377450451532635,0,0
6,5,c32,0011,0011,0001,-0.1507406383752823,-2.018314838409424,1.8675742000341415,0.8600714619678177,1,0
6,6,t013,0011,0011,0010,-0.0005986643955111504,-7.625598907470703,7.625000243075192,0.9994018022255814,1,0
6,7,c20,1011,1011,0011,-0.1603585183620453,-1.910723328590393,1.7503648102283478,0.8518416556863486,1,0
6,8,x1,1111,1111,1011,-0.018313933163881302,-4.027263641357422,4.008949708193541,0.9818581238954358,1,0
7,1,t102,0110,0110,0100,-0.8050926327705383,-2.460519552230835,1.6554269194602966,0.44769618435025443,1,0
7,2,c02,0110,0110,0100,-0.011152314953505993,-4.900157451629639,4.889005136676133,0.9889114777813761,1,0
7,3,x2,0100,0100,0101,-0.0017206174088642001,-6.876720428466797,6.874999811057933,0.9982837505872433,1,0
7,4,c30,0100,0100,1100,-0.12702105939388275,-2.127012252807617,1.9999911934137344,0.8807211420161439,1,0
7,5,x0,1100,1100,0100,-0.004056746605783701,-7.880893707275391,7.876836960669607,0.9995137137426002,1,0
7,6,x3,1101,1101,1100,-0.011516734026372433,-4.511516571044922,4.499999837018549,0.9885953274620315,1,0
7,7,x2,1111,1111,1100,-0.0006830314523540437,-7.562806606292725,7.562123574840371,0.9993188184215943,1,0
7,8,t120,0111,1111,1111,-1.1372159719467163,-0.3871767222881317,-0.7500392496585846,0.32072535447209993,0,0
8,1,c32,0101,0101,0110,-1.316372036933899,-1.7278913259506226,0.41151928901672363,0.26830327209422716,1,0
8,2,t123,0101,0101,0100,-0.12791553139686584,-2.377915620803833,2.250000089406967,0.8799395186237191,1,0
