example_id,step,gate,gold_state,best_state,best_wrong_state,gold_logprob,best_wrong_logprob,margin,gold_prob16,local_correct,tie
0,1,s30,0110,0110,1110,-1.7809991836547852,-2.501563787460327,0.720564603805542,0.16869181535764838,1,0
0,2,c13,0111,0111,0000,-0.1943560242652893,-4.096312522888184,3.9019564986228943,0.8236832211208999,1,0
0,3,t132,0101,0101,0111,-0.4454205632209778,-1.0790727138519287,0.6336521506309509,0.6406109425170381,1,0
0,4,x2,0111,0111,0001,-0.006431296467781067,-5.948185920715332,5.941754624247551,0.9935994470423585,1,0
0,5,c10,1111,1111,0111,-0.030517438426613808,-3.530837059020996,3.5003196205943823,0.9704152078343458,1,0
0,6,t201,1011,1011,1111,-0.01447470672428608,-4.3901448249816895,4.375670118257403,0.9856473703337814,1,0
0,7,s12,1101,1101,1011,-0.15675604343414307,-2.3520963191986084,2.1953402757644653,0.8549978484256945,1,0
0,8,t302,1111,1111,1101,-0.017195841297507286,-4.264920711517334,4.247724870219827,0.9831771281837588,1,0
1,1,s31,1010,1010,1101,-1.4628208875656128,-2.158643960952759,0.695823073387146,0.23171509593063655,1,0
1,2,c30,1010,1010,0010,-0.7287126779556274,-0.8055311441421509,0.07681846618652344,0.48257441029363346,1,0
1,3,t301,1010,1110,1110,-1.4082225561141968,-0.284710168838501,-1.1235123872756958,0.24460800813286027,0,0
1,4,c01,1110,1110,1010,-0.00653449259698391,-5.194770812988281,5.188236320391297,0.9936645614336985,1,0
1,5,x2,1100,1100,1101,-0.0034771461505442858,-5.753476619720459,5.749999473569915,0.9965841012064554,1,0
1,6,s01,1100,1100,0100,-0.6935141682624817,-0.7150211930274963,0.02150702476501465,0.4999720661573352,1,0
1,7,c01,1000,1000,1100,-0.011220683343708515,-4.511237621307373,4.5000169379636645,0.988856200287254,1,0
1,8,c20,1000,1000,0000,-0.5759978294372559,-0.8262146711349487,0.25021684169769287,0.5621697854397746,1,0
