example_id,step,gate,gold_state,best_state,best_wrong_state,gold_logprob,best_wrong_logprob,margin,gold_prob16,local_correct,tie
0,1,s30,0110,0000,0000,-2.8148553371429443,-2.5022053718566895,-0.3126499652862549,0.05995634140729404,0,0
0,2,c13,0111,1000,1000,-2.970121383666992,-2.5345547199249268,-0.43556666374206543,0.05131131163162062,0,0
0,3,t132,0101,1000,1000,-2.941429615020752,-2.534675359725952,-0.4067542552947998,0.05281166376008307,0,0
0,4,x2,0111,1010,1010,-2.9395110607147217,-2.503953218460083,-0.43555784225463867,0.05291450193087642,0,0
0,5,c10,1111,1000,1000,-2.78471302986145,-2.4741175174713135,-0.3105955123901367,0.06177249782654391,0,0
0,6,t201,1011,1000,1000,-2.6837520599365234,-2.6212329864501953,-0.06251907348632812,0.06834369152579405,0,0
0,7,s12,1101,1000,1000,-2.780900239944458,-2.562592029571533,-0.2183082103729248,0.062012855114933284,0,0
0,8,t302,1111,1010,1010,-2.8087050914764404,-2.591402292251587,-0.21730279922485352,0.06031001727261438,0,0
1,1,s31,1010,0000,0000,-2.6601152420043945,-2.4783105850219727,-0.18180465698242188,0.06999629899126471,0,0
1,2,c30,1010,1000,1000,-2.8412880897521973,-2.6518397331237793,-0.18944835662841797,0.05837181690152312,0,0
1,3,t301,1010,1001,1001,-2.841276168823242,-2.6210789680480957,-0.22019720077514648,0.05837177171793484,0,0
1,4,c01,1110,0001,0001,-2.8373823165893555,-2.651829957962036,-0.18555235862731934,0.0585987733816686,0,0
1,5,x2,1100,1000,1000,-2.7482800483703613,-2.5915191173553467,-0.15676093101501465,0.06407413598766062,0,0
1,6,s01,1100,1011,1011,-2.9019827842712402,-2.6231603622436523,-0.2788224220275879,0.05494078107562766,0,0
1,7,c01,1000,1001,1001,-2.6597557067871094,-2.5347557067871094,-0.125,0.06999788996104087,0,0
1,8,c20,1000,1111,1111,-2.9097776412963867,-2.50791072845459,-0.4018669128417969,0.054513985347205716,0,0
2,1,c32,1101,1000,1000,-2.9098641872406006,-2.5348081588745117,-0.37505602836608887,0.054513209898316976,0,0
2,2,s12,1011,0000,0000,-2.869107723236084,-2.5624420642852783,-0.30666565895080566,0.056768505333834644,0,0
2,3,x0,0011,1000,1000,-2.969306707382202,-2.5913619995117188,-0.3779447078704834,0.05136115268786928,0,0
2,4,x0,1011,1000,1000,-2.7760047912597656,-2.6212093830108643,-0.15479540824890137,0.06231896499375256,0,0
2,5,s30,1011,1100,1100,-2.808804988861084,-2.591531753540039,-0.21727323532104492,0.06031203056310044,0,0
2,6,t120,1011,1000,1000,-2.9020020961761475,-2.623182773590088,-0.27881932258605957,0.05494232127808839,0,0
2,7,c30,0011,1000,1000,-2.965414047241211,-2.562563419342041,-0.4028506278991699,0.051562189116805345,0,0
2,8,x1,0111,1100,1100,-2.8731799125671387,-2.5914053916931152,-0.28177452087402344,0.05654474405009516,0,0
3,1,t031,1111,1000,1000,-3.035280227661133,-2.4784488677978516,-0.5568313598632812,0.04810223551481715,0,0
3,2,s01,1111,0000,0000,-2.9702508449554443,-2.5605411529541016,-0.4097096920013428,0.051311070251157685,0,0
3,3,c21,1011,1000,1000,-2.7163782119750977,-2.5020079612731934,-0.2143702507019043,0.06614257500333176,0,0
3,4,c30,0011,1000,1000,-2.869269371032715,-2.5914270877838135,-0.27784228324890137,0.05676871908203335,0,0
3,5,s10,0011,1000,1000,-3.068434953689575,-2.5645203590393066,-0.5039145946502686,0.0465157599515624,0,0
3,6,s10,0011,1100,1100,-3.1328718662261963,-2.503995895385742,-0.6288759708404541,0.0436122726021456,0,0
3,7,x3,0010,1000,1000,-2.8839242458343506,-2.4185261726379395,-0.46539807319641113,0.05594425893026894,0,0
3,8,t013,0010,1000,1000,-3.004131317138672,-2.4742414951324463,-0.5298898220062256,0.04960927163509465,0,0
4,1,s03,0011,0000,0000,-2.8417601585388184,-2.535033941268921,-0.30672621726989746,0.058375069255085996,0,0
4,2,s23,0011,1000,1000,-3.09910249710083,-2.5952093601226807,-0.5038931369781494,0.045107272387683243,0,0
4,3,s31,0110,1000,1000,-2.8789007663726807,-2.538548469543457,-0.34035229682922363,0.05621785328754814,0,0
4,4,x1,0010,1000,1000,-2.8731558322906494,-2.6211910247802734,-0.251964807510376,0.05654784667311862,0,0
4,5,x1,0110,1100,1100,-2.8732080459594727,-2.6520094871520996,-0.22119855880737305,0.05654572074894418,0,0
4,6,c03,0110,1000,1000,-3.066603660583496,-2.5347719192504883,-0.5318317413330078,0.046604180491698344,0,0
4,7,s01,1010,1011,1011,-2.570364475250244,-2.507864475250244,-0.0625,0.07654411552139567,0,0
4,8,x3,1011,1001,1001,-2.716493606567383,-2.621267795562744,-0.09522581100463867,0.06614495285834088,0,0
5,1,c32,0110,1000,1000,-2.9059667587280273,-2.562655448913574,-0.3433113098144531,0.05472617919677497,0,0
5,2,s23,0101,1011,1011,-2.8787808418273926,-2.5643186569213867,-0.31446218490600586,0.05621741539417604,0,0
5,3,s20,0101,1111,1111,-3.0990495681762695,-2.5951685905456543,-0.5038809776306152,0.04510658048350593,0,0
5,4,t132,0111,1010,1010,-2.9413797855377197,-2.534623384475708,-0.4067564010620117,0.05281136126450316,0,0
5,5,x1,0011,1000,1000,-2.939513921737671,-2.5019943714141846,-0.43751955032348633,0.052914321436780494,0,0
5,6,x2,0001,1000,1000,-2.9454171657562256,-2.5357391834259033,-0.40967798233032227,0.052607144106813754,0,0
5,7,t320,0001,1010,1010,-3.066432237625122,-2.5346944332122803,-0.5317378044128418,0.04660634784165988,0,0
5,8,s10,0001,1010,1010,-3.038534641265869,-2.534662961959839,-0.5038716793060303,0.04792332924042269,0,0
6,1,t230,1101,0000,0000,-2.841768264770508,-2.591609477996826,-0.25015878677368164,0.05836763635994764,0,0
6,2,t031,1001,1000,1000,-2.716270923614502,-2.591270923614502,-0.125,0.0661422359766152,0,0
6,3,x0,0001,1100,1100,-2.8710789680480957,-2.6230225563049316,-0.24805641174316406,0.056658371485569896,0,0
6,4,t230,0001,1010,1010,-3.033686637878418,-2.595238447189331,-0.4384481906890869,0.048157609811888644,0,0
6,5,c32,0011,1010,1010,-3.0760841369628906,-2.534658432006836,-0.5414257049560547,0.04615635806580232,0,0
6,6,t013,0011,1000,1000,-3.1001808643341064,-2.4779961109161377,-0.6221847534179688,0.04505939280848067,0,0
6,7,c20,1011,1000,1000,-2.8184444904327393,-2.5059447288513184,-0.3124997615814209,0.05972954878312759,0,0
6,8,x1,1111,1000,1000,-2.80869460105896,-2.562551498413086,-0.24614310264587402,0.06031076251083777,0,0
7,1,t102,0110,0000,0000,-2.777160167694092,-2.5914833545684814,-0.18567681312561035,0.06225393902742454,0,0
7,2,c02,0110,1000,1000,-3.03068470954895,-2.6210079193115234,-0.40967679023742676,0.048296309498283,0,0
7,3,x2,0100,1000,1000,-2.9096202850341797,-2.476999044418335,-0.4326212406158447,0.054515379040142205,0,0
7,4,c30,0100,1011,1011,-3.0385689735412598,-2.5644431114196777,-0.47412586212158203,0.04792183541793484,0,0
