seed,step,train_loss,local_grad_norm,proc_dot,proc_normalized_projection,proc_cosine,proc_grad_norm,out_dot,out_normalized_projection,out_cosine,out_grad_norm,t0_proc_dot,t0_proc_normalized_projection,t0_proc_cosine,t0_out_dot,t0_out_normalized_projection,t0_out_cosine,t1_proc_dot,t1_proc_normalized_projection,t1_proc_cosine,t1_out_dot,t1_out_normalized_projection,t1_out_cosine,t2_proc_dot,t2_proc_normalized_projection,t2_proc_cosine,t2_out_dot,t2_out_normalized_projection,t2_out_cosine,t3_proc_dot,t3_proc_normalized_projection,t3_proc_cosine,t3_out_dot,t3_out_normalized_projection,t3_out_cosine,t4_proc_dot,t4_proc_normalized_projection,t4_proc_cosine,t4_out_dot,t4_out_normalized_projection,t4_out_cosine,t5_proc_dot,t5_proc_normalized_projection,t5_proc_cosine,t5_out_dot,t5_out_normalized_projection,t5_out_cosine,t6_proc_dot,t6_proc_normalized_projection,t6_proc_cosine,t6_out_dot,t6_out_normalized_projection,t6_out_cosine,t7_proc_dot,t7_proc_normalized_projection,t7_proc_cosine,t7_out_dot,t7_out_normalized_projection,t7_out_cosine
2001,0,,4.396156311035156,9.2992525100708,0.48117359709284224,0.875034671483259,2.4174063205718994,8.997326850891113,0.46555098061643346,0.6145299339959068,3.33040714263916,9.773170471191406,0.4100224223089907,0.8280792215071557,10.585485458374023,0.444102187898295,0.6510277744283237,9.142030715942383,0.42871184881580804,0.8189444200854599,8.83645248413086,0.4143818806951224,0.5745687776430884,9.30766773223877,0.42113607551962684,0.8189964235079128,8.778100967407227,0.39717522136340117,0.5606528443228531,9.13302993774414,0.4352986942482481,0.8248053505110507,8.723897933959961,0.41579863476783296,0.5718728625125871,9.269124984741211,0.4300508015272592,0.8259040514637392,8.74948787689209,0.40594169143308123,0.5658819169441743,9.126328468322754,0.44163795170345055,0.8304846084170812,8.647465705871582,0.41846499992004205,0.571184830282865,9.25613784790039,0.44260727081192286,0.8372873418065943,8.723052978515625,0.41711637568625853,0.5727505908701466,9.386672019958496,0.4399865487404884,0.8406706167534062,8.934793472290039,0.4188054014482676,0.5808327113005206
2001,2000,0.14451207220554352,0.7364277839660645,0.24609613418579102,0.45377907049779154,0.9383981471579388,0.3561127185821533,-0.5506997108459473,-1.0154405868172507,-0.03389360750119103,22.06311798095703,0.21170370280742645,0.11337194776349879,0.43504035663387475,-1.4075675010681152,-0.7537830802602993,-0.046686457393933165,0.18972797691822052,0.15852376558537432,0.4869959989244449,-0.8526903390884399,-0.7124499276605526,-0.035326934837141256,0.12879373133182526,0.14536518713619995,0.38422894984405737,-1.6584949493408203,-1.8718879108660276,-0.07986014769427507,0.3038730323314667,0.14511468411605344,0.5896771177598533,-1.5305179357528687,-0.7308994321630453,-0.047938135271777024,0.22879260778427124,0.18252309687473858,0.5738421220566994,-0.19696550071239471,-0.15713249442660232,-0.007973723967448646,0.2401595115661621,0.12150815818810576,0.4796949318088376,1.1449875831604004,0.5793038612994633,0.03691362642771821,0.3126850724220276,0.1334011988897288,0.573516551201551,0.798811674118042,0.3407979606734535,0.023648511369070695,0.3530569076538086,0.12117262998705074,0.5808140838085726,-0.7039232850074768,-0.24159344826392073,-0.018691250357653975
2001,4000,0.026042286306619644,0.7264552116394043,0.21093787252902985,0.39970250858614575,0.9661953114775562,0.30052512884140015,-0.4637511372566223,-0.8787539700612077,-0.02813559441918123,22.689245223999023,0.1864454597234726,0.12518372071020506,0.5083572734700709,-2.1970224380493164,-1.4751308167371495,-0.07934370297442885,0.06305483728647232,0.07137277773486637,0.22322596664071453,-0.7721548676490784,-0.874014431204253,-0.03620690975733978,0.3328651785850525,0.1128698286498529,0.6449741719055453,-0.023047029972076416,-0.00781491874546322,-0.0005914930795544618,0.32472872734069824,0.11149136574464764,0.6331406255438398,0.9026378393173218,0.30990890859095627,0.02331061593943629,0.2739922106266022,0.10730373397063842,0.5705526588773018,-0.5814254283905029,-0.227703989646637,-0.01603659944834912,0.14874668419361115,0.06361045309961458,0.32367346660097385,-0.4689239263534546,-0.20053195529231646,-0.013515214463661284,0.14316189289093018,0.07764530032038468,0.35082498153992,-0.6574909687042236,-0.35659687569145265,-0.02134094339106263,0.21452435851097107,0.10116518317588116,0.49019971011054336,0.08770047128200531,0.04135770083844085,0.0026543556251928096
2001,8000,0.0004113626782782376,0.37387168407440186,0.05570892244577408,0.39854705993167794,0.9985903499015332,0.14921580255031586,0.3897538483142853,2.788337011794039,0.04332475105276036,24.062002182006836,0.014252673834562302,0.03673994214765455,0.15335664126139473,0.5702087879180908,1.4698601906817743,0.03804724413866192,0.024294620379805565,0.12455569964539942,0.36865662455170134,0.7172180414199829,3.677093675504634,0.06749105048042563,0.029373791068792343,0.06985729740955454,0.3035785425383667,0.07643532752990723,0.1817799205879954,0.004898783634204887,0.034247249364852905,0.08125602358876534,0.35352962426596896,0.009798040613532066,0.023247117184071166,0.0006272236251429001,0.0894935131072998,0.094316820703999,0.6157090480528662,0.42156848311424255,0.4442891742183671,0.017986024111651427,0.10671057552099228,0.08625010809598302,0.6429374686748476,0.2880750298500061,0.23284011301605917,0.010763411558892367,0.07951532304286957,0.08946434127730162,0.5652435027897207,-0.6169054508209229,-0.6940931342040223,-0.02719483425117633,0.0677824392914772,0.07158476408665829,0.46682496875397306,1.6516549587249756,1.7443062216227012,0.07054061892608261
2002,0,,4.392114162445068,9.490866661071777,0.49199266938892056,0.8750453225477224,2.4694583415985107,8.305232048034668,0.43053110228245,0.5654090193119422,3.3443784713745117,9.531942367553711,0.4228446200598706,0.812979143815473,9.886932373046875,0.4385922618530859,0.6226526563652679,9.689215660095215,0.42502888579577286,0.8217729284180948,8.243043899536133,0.36159085390313794,0.5162227091904082,9.818384170532227,0.42280016569596085,0.8250606615520254,8.362690925598145,0.3601149687765111,0.5188934527313381,9.599169731140137,0.4459137325253993,0.8378003834807296,8.313371658325195,0.38618408569324814,0.5357600983182251,9.138391494750977,0.45967157270123055,0.829959688225004,7.883218288421631,0.39653492090673675,0.5286607611347556,9.440345764160156,0.4466272992182795,0.8315050263048873,8.256900787353516,0.3906379480897182,0.5370074725907246,9.45598316192627,0.43793898369512346,0.824059260010771,7.875694274902344,0.36475039005268567,0.5067886593276024,9.253649711608887,0.4552047813865006,0.831109470556436,7.620135307312012,0.3748490741279021,0.5053521801347948
2002,2000,0.19754058122634888,1.205142855644226,0.5801683664321899,0.39946339090850314,0.9493071577148242,0.5071176886558533,8.54844856262207,5.885864254943056,0.2829936076664826,25.065256118774414,0.00842144526541233,0.009315185591691554,0.01746547139675562,-0.3220943808555603,-0.35627719959581344,-0.013514918856885818,0.39749735593795776,0.2432489511647608,0.6131741686512526,8.974674224853516,5.49206192098991,0.2800947137213151,0.4719110131263733,0.17379093851105049,0.564722200647614,4.622928619384766,1.7024885647610946,0.1119253726473612,0.45614343881607056,0.20891320264569785,0.6087302728711161,4.600053310394287,2.1068194511571634,0.12420038595582582,0.4413093626499176,0.22952562589677714,0.6275934488161603,8.28333568572998,4.308174647290453,0.23832913379188642,1.2012100219726562,0.13937027408531003,0.8068369726791372,18.695068359375,2.1690934587865205,0.2540566191697866,0.8136216402053833,0.1885015234045288,0.7722535589430174,11.593690872192383,2.6860499810916716,0.22263618749924646,0.8513070940971375,0.16763273066706388,0.7449271046867769,11.940404891967773,2.3512110860931403,0.21138939248133165
2002,4000,0.0614154115319252,0.844216525554657,0.3039838671684265,0.42652337513825184,0.7689373383479393,0.4682801365852356,1.858004093170166,2.6069876149070117,0.08365668084124328,26.308263778686523,0.5069103240966797,0.06852663512849888,0.39800592326044687,16.246482849121094,2.1962795970018565,0.22705512240337383,0.559302568435669,0.0832181391164529,0.4607089726459977,-4.959748268127441,-0.7379565992590096,-0.07271986098437747,0.32927608489990234,0.10936747343620366,0.40524573048425166,0.8170344829559326,0.27137408760891113,0.01789831691770894,0.2666480243206024,0.06593153003851776,0.2831457360624901,6.516172409057617,1.6111921999744157,0.12316229446322534,0.2927851676940918,0.13992129370604378,0.4322258186654523,-2.023135185241699,-0.9668512059224353,-0.05316184998051698,0.301797479391098,0.11497230092455285,0.3977852535806215,-0.3168238699436188,-0.12069673142642415,-0.00743300652750508,0.1095508262515068,0.06558859483909081,0.18101570485494922,1.0455461740493774,0.6259734110799818,0.030750866946072306,0.06559181958436966,0.04983565633983422,0.12209255838240005,-2.461371898651123,-1.8701125360293118,-0.08155118988691164
2002,8000,0.0051887729205191135,0.7346228957176208,0.2129632830619812,0.3946170211379057,0.6906390099874371,0.4197485148906708,3.2112977504730225,5.950475284087839,0.09409243603921692,46.45809555053711,0.22441966831684113,0.07512768777379741,0.3093437181115093,9.399969100952148,3.1467738500649096,0.11706702352558529,0.21582581102848053,0.10495644524741168,0.3585643262267049,1.4724712371826172,0.7160651733325445,0.022102341412540576,0.23805496096611023,0.09798900821920509,0.3638631969748839,-2.597614288330078,-1.0692389976520458,-0.035872638781612,0.23448634147644043,0.0744754929398772,0.31483013842149765,-1.6913933753967285,-0.5372055131005166,-0.02051781644627049,0.0858822613954544,0.09936212169038586,0.22007615801072297,5.763031959533691,6.6675827297099755,0.1334284121098695,0.10374396294355392,0.03831731700039242,0.15020686936547406,1.8654770851135254,0.6890046880718698,0.02440308007169799,0.161749929189682,0.09203951756536458,0.2906832774221131,1.362268090248108,0.7751626133578827,0.022119041230527433,0.4394274950027466,0.08704195709713648,0.4659279558699806,10.109535217285156,2.0025003912179526,0.09684796434620235
2003,0,,4.685462474822998,10.618303298950195,0.4836711665283977,0.8840354402811332,2.563498020172119,9.162298202514648,0.41734911265243635,0.5694716515381286,3.433838367462158,10.70412826538086,0.4055266224367197,0.8127413409149553,10.986869812011719,0.41623830503104886,0.6227706867944162,10.761129379272461,0.4167928699140442,0.8261446228630426,9.208903312683105,0.35667308747789017,0.5277877164082363,10.276862144470215,0.4402578391061427,0.8297568146595646,8.538516998291016,0.3657876295306148,0.5146664777698958,10.502756118774414,0.43150207722732187,0.8304435178400306,8.595891952514648,0.3531592270814832,0.5074005153055963,10.491386413574219,0.4461409232554073,0.8439553799154585,9.023197174072266,0.38370691529840717,0.5418763391628366,10.457621574401855,0.4410958435868691,0.8378185223581313,8.776216506958008,0.37017524454254946,0.5249011224344298,10.875961303710938,0.4249882621398502,0.8386665239608139,9.114092826843262,0.3561416194207838,0.5246724247071436,10.87677001953125,0.4363356430164237,0.8498207517461736,9.054862976074219,0.3632474946143271,0.5281562291461113
2003,2000,0.242229625582695,0.41604116559028625,0.06310669332742691,0.36458837394388754,0.5244870058717602,0.28920406103134155,-1.0092129707336426,-5.8305592729090865,-0.0632147055651569,38.373233795166016,0.03306802362203598,0.03303617938567946,0.11428642305687269,-6.574554920196533,-6.568223677567381,-0.17124927681298874,0.04959166795015335,0.0827585810868345,0.22151670799787238,-1.1311190128326416,-1.8876115366085584,-0.0380786955993604,0.0680784285068512,0.11105760249617114,0.30065921613275376,-0.009978093206882477,-0.016277448427414562,-0.0003321150394372396,0.04188309609889984,0.07349480809376259,0.19184184043765168,-0.3792140483856201,-0.665429882421993,-0.013090762965582843,0.08423735201358795,0.11277066824939044,0.33701252615113375,0.4195054769515991,0.5616025651243176,0.012648964081268244,0.05120890587568283,0.09230163738194537,0.2377240190406949,-0.2941594421863556,-0.530208519414071,-0.010291681745169852,0.12869761884212494,0.06973931418564336,0.3275817546931058,-0.16986025869846344,-0.09204473288319631,-0.003258494271101365,0.04808557406067848,0.12915553080429548,0.2724956161409022,0.06535220891237259,0.17553287854398128,0.0027911358401711953
2003,4000,0.05856331065297127,0.6539362072944641,0.18715015053749084,0.43764242164433453,0.7250267068320625,0.3947305977344513,-1.610945701599121,-3.7671258930894536,-0.07199530592167756,34.21695327758789,0.35204482078552246,0.08439267349687488,0.43666718865480203,-2.462948799133301,-0.5904215076392471,-0.0352425593464529,0.2946852445602417,0.09495598096889234,0.42377913029273434,-3.1324148178100586,-1.0093532924273823,-0.05196607312147596,0.21429723501205444,0.09502960795757537,0.3615238558433031,-1.4901401996612549,-0.6607991884154109,-0.02900059972709302,0.23065048456192017,0.05721411918724884,0.2910234612231708,-2.6215527057647705,-0.650290543495538,-0.03815853381840034,0.050119005143642426,0.046879109846410055,0.12279766447249667,-0.262253075838089,-0.24529997581829882,-0.0074125512860079125,0.116463802754879,0.0721964273237067,0.23230178366136886,-1.1074202060699463,-0.686494692197261,-0.02548199797124645,0.09672267735004425,0.02600290279526581,0.1270498857343609,-0.3840561807155609,-0.10324957712787301,-0.00581969444735119,0.14220792055130005,0.06714246109710705,0.2475481749448804,-1.4259997606277466,-0.6732756732624704,-0.028636164658953456
2003,8000,0.0029406228568404913,0.30769097805023193,0.038788288831710815,0.40970484172246996,0.7891429618678713,0.15974606573581696,0.14622089266777039,1.5444715271376108,0.014071897473132308,33.770851135253906,0.015612350776791573,0.05109011906893463,0.17679600067883136,0.5431138277053833,1.7772948175556689,0.02909264187479549,0.06079922616481781,0.055211440509570144,0.36268817317999974,-0.5008004903793335,-0.4547741513483617,-0.014131499659078693,0.009997202083468437,0.08810029266080438,0.18577947874338516,0.05136900395154953,0.45268908681051756,0.004515528403735033,0.006453137379139662,0.08660810755311396,0.14799074581969407,-0.14950230717658997,-2.0064832249263285,-0.01621809005604296,0.015163224190473557,0.034703580627096865,0.14359944131770588,0.24223046004772186,0.5543850169996299,0.0108512086120854,0.025434356182813644,0.056123887692027315,0.2365124880755964,-0.12195948511362076,-0.26911789692241095,-0.00536459665932279,0.037870027124881744,0.05632788970233787,0.2891208270131394,-0.35763102769851685,-0.5319404978482359,-0.01291537785928099,0.13897883892059326,0.05094716925501652,0.5267495797490921,1.4629935026168823,0.5363073844601493,0.026229262571596194
